Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.75,1.00,70,500,459,481.20,494,2.60,3.43,4.92,0.00,414
1.00,5.00,0.80,0.05,0.75,0.90,63,555,395,512.10,554,2.82,3.53,4.70,0.00,416
1.00,5.00,0.80,0.05,0.50,0.50,35,1000,873,950.50,999,2.30,3.58,5.04,0.00,436
1.00,5.00,0.80,0.05,0.50,0.60,42,833,717,789.60,831,2.03,3.66,4.70,0.00,435
1.00,5.00,0.80,0.05,0.50,1.00,70,500,430,472.10,498,2.68,3.70,5.06,0.00,413
1.00,5.00,0.80,0.05,0.75,0.70,49,714,650,686.30,713,2.97,3.74,4.46,0.00,422
1.00,5.00,0.80,0.05,0.75,0.50,35,1000,805,904.50,979,2.84,3.78,5.23,0.00,441
1.00,5.00,0.80,0.05,0.75,0.80,56,625,532,592.60,618,2.86,3.81,4.98,0.00,418
1.00,5.00,0.80,0.05,1.00,1.00,70,500,454,477.70,495,2.17,3.82,5.49,0.00,422
1.00,5.00,0.80,0.05,0.50,0.20,14,2500,2148,2386.30,2469,2.59,3.83,5.35,0.00,519
1.00,5.00,0.80,0.05,0.75,0.40,28,1250,1048,1179.00,1242,2.71,3.83,5.25,0.00,450
1.00,5.00,0.80,0.05,0.75,0.10,7,5000,4724,4865.50,4953,2.24,3.87,5.73,0.00,582
1.00,5.00,0.80,0.05,1.00,0.30,22,1590,1364,1527.80,1583,3.42,3.92,4.54,0.00,453
1.00,5.00,0.80,0.05,1.00,0.90,63,555,521,539.20,553,2.82,3.97,4.89,0.00,425
1.00,5.00,0.80,0.05,1.00,0.80,56,625,555,592.00,622,3.09,4.00,6.18,0.00,428
1.00,5.00,0.80,0.05,1.00,0.40,28,1250,1120,1217.60,1247,2.23,4.16,5.68,0.00,444
1.00,5.00,0.80,0.05,0.75,0.30,22,1590,1501,1543.60,1586,3.22,4.23,5.42,0.00,456
1.00,5.00,0.80,0.05,1.00,0.60,42,833,804,819.00,828,2.64,4.25,5.42,0.00,447
1.00,5.00,0.80,0.05,0.75,0.60,42,833,744,796.90,831,3.57,4.31,4.85,0.00,427
1.00,5.00,0.80,0.05,1.00,0.50,35,1000,882,964.50,993,2.57,4.41,6.10,0.00,539
1.00,5.00,0.80,0.05,0.75,0.20,14,2500,2295,2387.30,2461,3.03,4.41,5.99,0.00,495
1.00,5.00,0.80,0.05,1.00,0.10,7,5000,4726,4901.20,4976,3.48,4.55,6.32,0.00,598
1.00,5.00,0.80,0.05,1.00,0.70,49,714,656,687.20,712,3.46,4.61,5.52,0.00,447
1.00,5.00,0.80,0.05,1.00,0.20,14,2500,2120,2413.60,2495,3.63,4.86,5.68,0.00,490
