Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.75,0.40,26,1250,256,860.70,1179,0.00,2.71,4.19,10.00,369
1.00,5.00,0.80,0.05,0.50,0.90,59,550,386,472.10,540,0.00,2.77,4.84,10.00,360
1.00,5.00,0.80,0.05,0.75,0.10,7,4642,1961,3640.00,4634,1.09,2.81,6.09,0.00,484
1.00,5.00,0.80,0.05,0.75,0.60,39,833,593,729.20,829,1.03,2.85,4.51,0.00,363
1.00,5.00,0.80,0.05,1.00,0.50,33,984,638,808.60,981,0.00,2.87,5.33,10.00,361
1.00,5.00,0.80,0.05,1.00,0.40,26,1250,788,1065.70,1216,0.00,2.94,6.74,20.00,372
1.00,5.00,0.80,0.05,0.25,1.00,65,500,208,393.50,483,0.00,3.05,5.11,10.00,325
1.00,5.00,0.80,0.05,0.50,0.70,46,706,206,498.00,700,1.09,3.10,4.95,0.00,348
1.00,5.00,0.80,0.05,0.75,0.20,13,2500,1467,1999.50,2446,1.03,3.16,4.35,0.00,409
1.00,5.00,0.80,0.05,0.50,0.30,20,1625,327,1159.60,1550,0.16,3.17,4.95,0.00,396
1.00,5.00,0.80,0.05,0.00,0.50,33,984,100,462.10,937,0.00,3.26,8.21,20.00,321
1.00,5.00,0.80,0.05,0.25,0.10,7,4642,1849,2979.10,4556,0.00,3.34,7.83,10.00,455
1.00,5.00,0.80,0.05,0.50,0.40,26,1250,378,904.70,1224,0.49,3.44,4.57,0.00,371
1.00,5.00,0.80,0.05,1.00,0.30,20,1625,1117,1401.50,1609,1.03,3.50,6.09,0.00,379
1.00,5.00,0.80,0.05,0.75,0.90,59,550,280,437.20,530,1.03,3.55,4.35,0.00,345
1.00,5.00,0.80,0.05,0.50,0.10,7,4642,1176,3092.20,4572,0.16,3.84,7.29,0.00,475
1.00,5.00,0.80,0.05,0.50,0.50,33,984,396,693.20,952,1.03,3.89,4.84,0.00,372
1.00,5.00,0.80,0.05,0.50,0.20,13,2500,1121,1861.00,2498,2.45,4.33,7.83,0.00,407
