Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.00,1.00,36,100,5,16.50,31,0.00,0.03,0.14,80.00,8
1.00,5.00,0.80,0.05,0.25,0.80,29,124,3,20.10,55,0.00,0.03,0.14,80.00,8
1.00,5.00,0.80,0.05,0.50,1.00,36,100,6,20.70,67,0.00,0.03,0.14,80.00,9
1.00,5.00,0.80,0.05,0.50,0.80,29,124,9,23.80,97,0.00,0.03,0.14,80.00,8
1.00,5.00,0.80,0.05,0.50,0.90,33,109,4,24.60,83,0.00,0.03,0.14,80.00,8
1.00,5.00,0.80,0.05,0.25,0.50,18,200,7,45.10,105,0.00,0.03,0.14,80.00,9
1.00,5.00,0.80,0.05,0.25,0.30,11,327,8,63.30,232,0.00,0.03,0.14,80.00,8
1.00,5.00,0.80,0.05,0.25,0.20,8,450,6,69.50,311,0.00,0.03,0.14,80.00,8
1.00,5.00,0.80,0.05,0.25,1.00,36,100,6,29.90,81,0.00,0.04,0.14,70.00,11
1.00,5.00,0.80,0.05,0.00,0.70,26,138,5,27.60,47,0.00,0.05,0.14,60.00,11
1.00,5.00,0.80,0.05,0.00,0.90,33,109,4,34.50,67,0.00,0.07,0.14,50.00,14
1.00,5.00,0.80,0.05,0.00,0.50,18,200,6,37.80,136,0.00,0.07,0.14,50.00,12
1.00,5.00,0.80,0.05,0.00,0.20,8,450,4,76.50,258,0.00,0.07,0.14,50.00,14
1.00,5.00,0.80,0.05,0.00,0.60,22,163,3,22.20,66,0.00,0.08,0.14,40.00,14
1.00,5.00,0.80,0.05,0.00,0.10,4,900,18,289.50,800,0.00,0.08,0.14,40.00,19
1.00,5.00,0.80,0.05,1.00,0.10,4,900,92,394.60,892,0.00,0.12,0.81,80.00,21
1.00,5.00,0.80,0.05,0.00,0.30,11,327,12,56.60,101,0.00,0.12,0.14,10.00,21
1.00,5.00,0.80,0.05,0.00,0.80,29,124,6,40.20,103,0.00,0.22,1.77,60.00,12
1.00,5.00,0.80,0.05,0.00,0.40,15,240,10,54.20,198,0.00,0.51,1.77,40.00,16
