Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.00,0.80,137,6240,1813,3327.60,5634,1.13,3.93,11.40,0.00,39700
1.00,5.00,0.80,0.05,0.50,0.10,18,47500,21284,37112.20,47052,2.61,3.93,5.70,0.00,49062
1.00,5.00,0.80,0.05,1.00,1.00,171,5000,4168,4529.40,4828,1.45,3.94,5.70,0.00,40335
1.00,5.00,0.80,0.05,0.50,0.20,35,24428,16054,19763.80,24230,2.72,3.98,4.68,0.00,44137
1.00,5.00,0.80,0.05,0.75,0.80,137,6240,3971,5109.90,6155,2.61,4.04,5.23,0.00,40788
1.00,5.00,0.80,0.05,1.00,0.60,103,8300,6659,7384.20,7991,2.32,4.18,6.28,0.00,40565
1.00,5.00,0.80,0.05,0.25,0.70,120,7125,931,4017.80,6640,2.25,4.20,8.57,0.00,40086
1.00,5.00,0.80,0.05,0.25,1.00,171,5000,1216,2870.90,3810,2.32,4.23,5.15,0.00,39698
1.00,5.00,0.80,0.05,1.00,0.50,86,9941,8205,9033.40,9670,2.98,4.32,6.06,0.00,40835
1.00,5.00,0.80,0.05,0.00,1.00,171,5000,250,1791.70,4827,1.09,4.40,6.75,0.00,39197
1.00,5.00,0.80,0.05,0.75,0.10,18,47500,33264,40744.80,44717,1.96,4.41,6.32,0.00,48807
1.00,5.00,0.80,0.05,0.75,0.50,86,9941,6708,8885.50,9737,2.76,4.45,7.48,0.00,41168
1.00,5.00,0.80,0.05,0.50,0.70,120,7125,2869,5408.50,6986,2.72,4.47,8.46,0.00,41346
1.00,5.00,0.80,0.05,0.00,0.10,18,47500,1096,12012.20,24060,1.09,4.63,8.35,0.00,49892
1.00,5.00,0.80,0.05,0.00,0.40,69,12391,1474,5121.20,11436,0.11,5.33,8.89,0.00,42409
