Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.75,0.40,14,242,6,45.40,170,0.00,0.00,0.00,100.00,5
1.00,5.00,0.80,0.05,0.25,0.20,7,485,3,48.10,154,0.00,0.00,0.00,100.00,2
1.00,5.00,0.80,0.05,1.00,0.40,14,242,22,48.90,78,0.00,0.00,0.00,100.00,6
1.00,5.00,0.80,0.05,0.50,0.30,11,309,16,58.70,132,0.00,0.00,0.00,100.00,6
1.00,5.00,0.80,0.05,0.75,0.50,17,200,9,59.20,109,0.00,0.00,0.00,100.00,9
1.00,5.00,0.80,0.05,1.00,0.30,11,309,4,65.70,171,0.00,0.00,0.00,100.00,6
1.00,5.00,0.80,0.05,0.75,0.30,11,309,15,66.00,176,0.00,0.00,0.00,100.00,6
1.00,5.00,0.80,0.05,0.25,0.10,4,850,21,71.00,156,0.00,0.00,0.00,100.00,2
1.00,5.00,0.80,0.05,1.00,0.20,7,485,14,78.30,204,0.00,0.00,0.00,100.00,5
1.00,5.00,0.80,0.05,0.50,0.20,7,485,18,86.60,167,0.00,0.00,0.00,100.00,5
1.00,5.00,0.80,0.05,0.75,0.20,7,485,3,92.90,196,0.00,0.00,0.00,100.00,6
1.00,5.00,0.80,0.05,0.50,0.10,4,850,26,132.70,284,0.00,0.00,0.00,100.00,5
1.00,5.00,0.80,0.05,0.75,0.10,4,850,35,166.50,358,0.00,0.00,0.00,100.00,7
1.00,5.00,0.80,0.05,1.00,0.10,4,850,25,255.80,592,0.00,0.00,0.00,100.00,11
1.00,5.00,0.80,0.05,0.25,0.50,17,200,8,55.70,197,0.00,0.33,3.34,90.00,6
1.00,5.00,0.80,0.05,0.00,0.80,28,121,4,11.90,25,0.00,0.41,4.12,90.00,4
1.00,5.00,0.80,0.05,0.25,0.80,28,121,4,14.70,30,0.00,0.41,4.12,90.00,5
1.00,5.00,0.80,0.05,0.50,1.00,34,100,5,17.20,31,0.00,0.41,4.12,90.00,7
1.00,5.00,0.80,0.05,0.25,0.70,24,141,0,18.80,41,0.00,0.41,4.12,90.00,5
1.00,5.00,0.80,0.05,0.00,0.60,21,161,5,20.30,58,0.00,0.41,4.12,90.00,4
1.00,5.00,0.80,0.05,0.00,0.10,4,850,9,70.80,164,0.00,0.75,4.12,80.00,6
1.00,5.00,0.80,0.05,0.00,0.90,31,109,3,14.70,45,0.00,0.82,4.12,80.00,6
1.00,5.00,0.80,0.05,0.25,1.00,34,100,4,20.30,63,0.00,0.82,4.12,80.00,9
1.00,5.00,0.80,0.05,0.00,0.50,17,200,6,26.90,56,0.00,0.83,4.20,80.00,6
1.00,5.00,0.80,0.05,0.25,0.40,14,242,4,27.60,86,0.00,0.83,4.20,80.00,7
1.00,5.00,0.80,0.05,0.00,0.20,7,485,8,70.60,173,0.00,0.83,4.20,80.00,7
1.00,5.00,0.80,0.05,0.00,0.70,24,141,4,13.00,55,0.00,1.24,4.12,70.00,7
1.00,5.00,0.80,0.05,0.00,0.40,14,242,3,20.40,86,0.00,2.06,4.12,50.00,11
1.00,5.00,0.80,0.05,0.00,0.30,11,309,4,30.00,100,0.00,2.06,4.12,50.00,11
