Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.50,0.20,9,500,176,306.10,487,0.62,3.11,6.14,0.00,36
1.00,5.00,0.80,0.05,0.00,0.70,32,140,32,86.40,136,0.00,3.16,7.75,10.00,25
1.00,5.00,0.80,0.05,0.75,0.40,18,250,22,181.60,243,0.00,3.19,5.21,10.00,28
1.00,5.00,0.80,0.05,0.50,0.10,5,900,389,676.90,877,0.68,3.22,6.14,0.00,40
1.00,5.00,0.80,0.05,1.00,0.70,32,140,63,115.30,139,0.00,3.32,5.77,10.00,27
1.00,5.00,0.80,0.05,0.50,0.90,41,109,45,76.80,101,0.00,3.33,7.13,10.00,26
1.00,5.00,0.80,0.05,1.00,0.40,18,250,179,217.70,248,0.00,3.35,4.96,10.00,29
1.00,5.00,0.80,0.05,0.00,0.60,27,166,18,98.30,153,0.00,3.42,8.12,10.00,25
1.00,5.00,0.80,0.05,0.00,0.90,41,109,10,58.90,108,0.00,3.45,7.69,10.00,25
1.00,5.00,0.80,0.05,0.00,1.00,45,100,14,52.20,97,0.62,3.59,5.39,0.00,26
1.00,5.00,0.80,0.05,0.75,0.60,27,166,32,119.20,162,0.68,3.60,8.00,0.00,28
1.00,5.00,0.80,0.05,0.75,1.00,45,100,52,73.90,89,0.68,3.61,5.95,0.00,27
1.00,5.00,0.80,0.05,0.75,0.70,32,140,62,101.20,134,1.92,3.62,5.08,0.00,27
1.00,5.00,0.80,0.05,1.00,0.20,9,500,242,383.30,476,0.62,3.68,7.01,0.00,33
1.00,5.00,0.80,0.05,1.00,0.10,5,900,607,764.00,874,1.24,3.90,6.01,0.00,39
1.00,5.00,0.80,0.05,1.00,0.50,23,195,55,143.90,193,1.92,3.92,7.01,0.00,28
1.00,5.00,0.80,0.05,0.75,0.50,23,195,115,161.00,192,3.60,4.04,6.63,0.00,28
1.00,5.00,0.80,0.05,1.00,0.60,27,166,54,130.70,161,2.91,4.05,6.70,0.00,28
1.00,5.00,0.80,0.05,1.00,1.00,45,100,19,71.00,90,2.11,4.14,5.21,0.00,27
1.00,5.00,0.80,0.05,0.75,0.20,9,500,159,355.70,461,2.11,4.17,4.96,0.00,34
1.00,5.00,0.80,0.05,0.75,0.30,14,321,82,231.30,319,2.11,4.38,5.95,0.00,31
1.00,5.00,0.80,0.05,0.75,0.90,41,109,55,85.30,102,2.85,4.40,6.20,0.00,27
1.00,5.00,0.80,0.05,0.00,0.80,36,125,14,51.10,122,0.62,5.33,11.22,0.00,26
