Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.50,0.60,34,823,75,282.30,793,0.00,0.02,0.25,90.00,234
1.00,5.00,0.80,0.05,0.25,0.20,12,2333,54,359.30,972,0.00,0.02,0.25,90.00,129
1.00,5.00,0.80,0.05,1.00,0.80,45,622,150,379.90,518,0.00,0.02,0.25,90.00,413
1.00,5.00,0.80,0.05,0.25,0.40,23,1217,58,434.40,1007,0.00,0.02,0.25,90.00,191
1.00,5.00,0.80,0.05,0.50,0.50,28,1000,238,468.70,987,0.00,0.02,0.25,90.00,282
1.00,5.00,0.80,0.05,1.00,0.70,40,700,312,493.80,676,0.00,0.02,0.25,90.00,451
1.00,5.00,0.80,0.05,0.75,0.40,23,1217,246,515.20,869,0.00,0.02,0.25,90.00,304
1.00,5.00,0.80,0.05,0.75,0.50,28,1000,214,598.30,920,0.00,0.02,0.25,90.00,375
1.00,5.00,0.80,0.05,0.75,0.30,17,1647,482,1029.70,1602,0.00,0.02,0.25,90.00,460
1.00,5.00,0.80,0.05,0.75,0.20,12,2333,165,1407.40,2056,0.00,0.02,0.25,90.00,455
1.00,5.00,0.80,0.05,0.50,0.10,6,4666,531,1595.60,3086,0.00,0.02,0.25,90.00,278
1.00,5.00,0.80,0.05,0.25,0.10,6,4666,328,1769.50,3849,0.00,0.02,0.25,90.00,257
1.00,5.00,0.80,0.05,0.75,0.10,6,4666,691,2637.20,4292,0.00,0.02,0.25,90.00,430
1.00,5.00,0.80,0.05,1.00,0.10,6,4666,1005,2987.90,4346,0.00,0.02,0.25,90.00,484
1.00,5.00,0.80,0.05,0.50,1.00,56,500,67,176.10,380,0.00,0.04,0.37,90.00,278
1.00,5.00,0.80,0.05,1.00,0.90,51,549,158,331.90,540,0.00,0.05,0.25,80.00,439
1.00,5.00,0.80,0.05,1.00,0.60,34,823,172,551.80,822,0.00,0.05,0.25,80.00,464
1.00,5.00,0.80,0.05,1.00,0.30,17,1647,346,986.80,1512,0.00,0.05,0.25,80.00,451
1.00,5.00,0.80,0.05,0.75,1.00,56,500,113,274.50,438,0.00,0.07,0.25,70.00,407
1.00,5.00,0.80,0.05,1.00,1.00,56,500,225,331.00,471,0.00,0.07,0.25,70.00,462
1.00,5.00,0.80,0.05,1.00,0.50,28,1000,146,531.60,769,0.00,0.07,0.25,70.00,441
1.00,5.00,0.80,0.05,1.00,0.40,23,1217,257,616.10,1186,0.00,0.07,0.25,70.00,490
1.00,5.00,0.80,0.05,1.00,0.20,12,2333,235,1232.00,2089,0.00,0.07,0.25,70.00,456
