Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,1.00,0.60,29,165,75,127.40,164,0.00,0.26,0.79,40.00,89
1.00,5.00,0.80,0.05,1.00,0.80,39,123,63,97.60,115,0.00,0.27,1.46,30.00,91
1.00,5.00,0.80,0.05,0.00,0.30,15,320,21,137.60,308,0.00,0.28,0.79,20.00,58
1.00,5.00,0.80,0.05,0.75,0.10,5,960,126,575.80,944,0.00,0.29,1.30,30.00,103
1.00,5.00,0.80,0.05,0.00,0.40,20,240,9,68.90,181,0.00,0.30,0.79,10.00,62
1.00,5.00,0.80,0.05,0.00,0.20,10,480,89,176.60,373,0.00,0.32,0.79,30.00,65
1.00,5.00,0.80,0.05,1.00,0.30,15,320,156,243.60,297,0.06,0.36,0.84,0.00,98
1.00,5.00,0.80,0.05,0.75,0.80,39,123,8,73.60,119,0.06,0.37,0.96,0.00,92
1.00,5.00,0.80,0.05,0.00,0.60,29,165,13,43.30,96,0.00,0.37,0.90,10.00,65
1.00,5.00,0.80,0.05,0.00,0.10,5,960,44,308.70,915,0.00,0.41,1.30,20.00,74
1.00,5.00,0.80,0.05,1.00,0.40,20,240,43,151.30,197,0.00,0.52,1.46,10.00,94
1.00,5.00,0.80,0.05,1.00,0.50,24,200,114,150.80,175,0.00,0.55,0.96,20.00,94
