Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.00,0.80,39,123,13,71.00,117,2.25,5.70,8.61,0.00,32
1.00,5.00,0.80,0.05,0.00,1.00,48,100,19,51.60,97,0.56,5.95,9.97,0.00,31
1.00,5.00,0.80,0.05,0.75,1.00,48,100,70,87.20,96,0.28,5.96,11.20,0.00,32
1.00,5.00,0.80,0.05,0.75,0.70,34,141,81,121.60,139,1.30,6.09,11.04,0.00,32
1.00,5.00,0.80,0.05,0.00,0.50,24,200,19,120.30,186,3.72,6.12,9.68,0.00,33
1.00,5.00,0.80,0.05,0.50,0.30,15,320,140,245.20,315,2.42,6.15,11.32,0.00,35
1.00,5.00,0.80,0.05,0.25,0.20,10,480,95,320.50,446,2.70,6.30,9.68,0.00,38
1.00,5.00,0.80,0.05,0.50,0.80,39,123,65,98.10,120,1.75,6.31,12.11,0.00,32
1.00,5.00,0.80,0.05,0.50,0.10,5,960,402,742.20,957,4.00,6.53,9.01,0.00,46
1.00,5.00,0.80,0.05,1.00,0.90,44,109,11,83.50,108,3.10,6.60,12.95,0.00,32
1.00,5.00,0.80,0.05,0.50,0.90,44,109,71,89.50,108,1.75,6.73,8.95,0.00,32
1.00,5.00,0.80,0.05,1.00,0.10,5,960,704,829.30,949,4.05,6.78,10.42,0.00,46
1.00,5.00,0.80,0.05,0.75,0.50,24,200,125,156.20,198,2.98,6.79,10.92,0.00,33
1.00,5.00,0.80,0.05,1.00,0.20,10,480,376,439.00,472,2.70,7.09,10.19,0.00,38
1.00,5.00,0.80,0.05,1.00,0.60,29,165,34,129.60,163,2.82,7.11,10.92,0.00,33
1.00,5.00,0.80,0.05,0.75,0.20,10,480,304,403.70,461,3.10,7.21,10.47,0.00,39
1.00,5.00,0.80,0.05,1.00,1.00,48,100,7,72.00,94,3.55,7.30,10.92,0.00,32
1.00,5.00,0.80,0.05,0.75,0.90,44,109,28,85.60,105,3.15,7.35,12.22,0.00,32
1.00,5.00,0.80,0.05,0.50,0.50,24,200,80,138.10,185,4.84,7.56,10.30,0.00,33
1.00,5.00,0.80,0.05,1.00,0.30,15,320,261,288.60,314,3.72,7.61,10.36,0.00,35
1.00,5.00,0.80,0.05,0.75,0.60,29,165,43,128.90,163,2.03,7.73,13.18,0.00,33
1.00,5.00,0.80,0.05,0.75,0.30,15,320,165,266.50,317,3.43,7.97,12.11,0.00,36
1.00,5.00,0.80,0.05,1.00,0.40,20,240,172,203.40,232,4.45,8.05,10.98,0.00,34
1.00,5.00,0.80,0.05,0.75,0.40,20,240,137,205.40,238,5.46,8.06,10.92,0.00,34
1.00,5.00,0.80,0.05,1.00,0.70,34,141,120,131.00,139,4.67,8.62,12.05,0.00,32
1.00,5.00,0.80,0.05,1.00,0.50,24,200,15,158.00,195,6.53,8.91,13.74,0.00,33
1.00,5.00,0.80,0.05,1.00,0.80,39,123,71,99.10,119,7.04,9.00,12.73,0.00,32
1.00,5.00,0.80,0.05,0.75,0.10,5,960,222,634.50,899,7.88,9.41,11.09,0.00,47
